,name,sequence,view,x,y,name2
150,ILA,0,flatmap,11.803641443539007,27.574146258863397,ILA
151,ILA,0,flatmap,11.832497203309787,27.574604605099005,ILA
152,ILA,0,flatmap,11.850367344378991,27.57486428637692,ILA
153,ILA,0,flatmap,11.856492750555622,27.57494620242003,ILA
154,ILA,0,flatmap,11.861624172131359,27.574949403490358,ILA
155,ILA,0,flatmap,11.876691593205381,27.574961933394235,ILA
156,ILA,0,flatmap,11.901204748297888,27.574988182170976,ILA
157,ILA,0,flatmap,11.934673371929104,27.575032539859876,ILA
158,ILA,0,flatmap,11.97660719861924,27.575099396500267,ILA
159,ILA,0,flatmap,12.026515962888498,27.575193142131468,ILA
160,ILA,0,flatmap,12.0839093992571,27.57531816679277,ILA
161,ILA,0,flatmap,12.148297242245253,27.575478860523503,ILA
162,ILA,0,flatmap,12.219189226373171,27.575679613362986,ILA
163,ILA,0,flatmap,12.296095086161063,27.57592481535052,ILA
164,ILA,0,flatmap,12.378524556129145,27.57621885652544,ILA
165,ILA,0,flatmap,12.465987370797624,27.576566126927037,ILA
166,ILA,0,flatmap,12.557993264686715,27.57697101659463,ILA
167,ILA,0,flatmap,12.593965139710814,27.577145859999355,ILA
168,ILA,0,flatmap,12.510565491939195,27.398207923237052,ILA
169,ILA,0,flatmap,12.507191000680725,27.390967790699673,ILA
170,ILA,0,flatmap,12.503689739197705,27.383810339849173,ILA
171,ILA,0,flatmap,12.50007863265955,27.376746992627112,ILA
172,ILA,0,flatmap,12.496374606235696,27.36978917097507,ILA
173,ILA,0,flatmap,12.492594585095567,27.362948296834627,ILA
174,ILA,0,flatmap,12.488755494408592,27.356235792147334,ILA
175,ILA,0,flatmap,12.484874259344195,27.3496630788548,ILA
176,ILA,0,flatmap,12.480967805071812,27.343241578898567,ILA
177,ILA,0,flatmap,12.477053056760864,27.33698271422022,ILA
178,ILA,0,flatmap,12.473146939580786,27.330897906761326,ILA
179,ILA,0,flatmap,12.469266378701,27.32499857846348,ILA
180,ILA,0,flatmap,12.465428299290938,27.319296151268233,ILA
181,ILA,0,flatmap,12.461649626520028,27.31380204711716,ILA
182,ILA,0,flatmap,12.457947285557694,27.30852768795184,ILA
183,ILA,0,flatmap,12.454338201573368,27.303484495713853,ILA
184,ILA,0,flatmap,12.450839299736474,27.298683892344755,ILA
185,ILA,0,flatmap,12.447467505216446,27.29413729978613,ILA
186,ILA,0,flatmap,12.444239743182711,27.28985613997956,ILA
187,ILA,0,flatmap,12.441172938804689,27.285851834866595,ILA
188,ILA,0,flatmap,12.43828401725182,27.28213580638884,ILA
189,ILA,0,flatmap,12.435589903693518,27.278719476487822,ILA
190,ILA,0,flatmap,12.433107523299231,27.275614267105173,ILA
191,ILA,0,flatmap,12.430853801238365,27.27283160018241,ILA
192,ILA,0,flatmap,12.428845662680367,27.270382897661158,ILA
193,ILA,0,flatmap,12.42710003279465,27.26827958148294,ILA
194,ILA,0,flatmap,12.425633836750652,27.266533073589365,ILA
195,ILA,0,flatmap,12.424463999717794,27.265154795921987,ILA
196,ILA,0,flatmap,12.423607446865509,27.264156170422392,ILA
197,ILA,0,flatmap,12.423081103363224,27.26354861903215,ILA
198,ILA,0,flatmap,12.422901894380367,27.26334356369282,ILA
199,ILA,0,flatmap,12.411143065632404,27.248558278425197,ILA
200,ILA,0,flatmap,12.39555343370323,27.23313879710312,ILA
201,ILA,0,flatmap,12.376369174868605,27.217130595830263,ILA
202,ILA,0,flatmap,12.353826465404277,27.20057915071033,ILA
203,ILA,0,flatmap,12.328161481586015,27.18352993784699,ILA
204,ILA,0,flatmap,12.299610399689572,27.166028433343936,ILA
205,ILA,0,flatmap,12.268409395990703,27.148120113304838,ILA
206,ILA,0,flatmap,12.234794646765163,27.1298504538334,ILA
207,ILA,0,flatmap,12.199002328288715,27.111264931033286,ILA
208,ILA,0,flatmap,12.161268616837114,27.09240902100818,ILA
209,ILA,0,flatmap,12.121829688686118,27.073328199861784,ILA
210,ILA,0,flatmap,12.080921720111485,27.054067943697767,ILA
211,ILA,0,flatmap,12.038780887388963,27.034673728619808,ILA
212,ILA,0,flatmap,11.995643366794324,27.0151910307316,ILA
213,ILA,0,flatmap,11.951745334603315,26.99566532613682,ILA
214,ILA,0,flatmap,11.907322967091698,26.97614209093916,ILA
215,ILA,0,flatmap,11.862612440535223,26.9566668012423,ILA
216,ILA,0,flatmap,11.81784993120966,26.93728493314991,ILA
217,ILA,0,flatmap,11.773271615390751,26.918041962765685,ILA
218,ILA,0,flatmap,11.729113669354268,26.898983366193317,ILA
219,ILA,0,flatmap,11.685612269375955,26.880154619536466,ILA
220,ILA,0,flatmap,11.64300359173158,26.861601198898853,ILA
221,ILA,0,flatmap,11.601523812696886,26.84336858038412,ILA
222,ILA,0,flatmap,11.56140910854765,26.825502240095968,ILA
223,ILA,0,flatmap,11.522895655559616,26.80804765413809,ILA
224,ILA,0,flatmap,11.48621963000854,26.79105029861415,ILA
225,ILA,0,flatmap,11.451617208170186,26.774555649627853,ILA
226,ILA,0,flatmap,11.419324566320304,26.758609183282857,ILA
227,ILA,0,flatmap,11.389577880734661,26.743256375682854,ILA
228,ILA,0,flatmap,11.362613327689006,26.72854270293155,ILA
229,ILA,0,flatmap,11.353640048133652,26.723420527876115,ILA
230,ILA,0,flatmap,11.344262022632227,26.71794170916253,ILA
231,ILA,0,flatmap,11.334503474794518,26.71212142378384,ILA
232,ILA,0,flatmap,11.324388628230311,26.705974848733113,ILA
233,ILA,0,flatmap,11.313941706549398,26.69951716100341,ILA
234,ILA,0,flatmap,11.303186933361564,26.692763537587773,ILA
235,ILA,0,flatmap,11.292148532276595,26.68572915547927,ILA
236,ILA,0,flatmap,11.280850726904285,26.678429191670965,ILA
237,ILA,0,flatmap,11.26931774085442,26.67087882315591,ILA
238,ILA,0,flatmap,11.257573797736782,26.66309322692716,ILA
239,ILA,0,flatmap,11.245643121161173,26.655087579977778,ILA
240,ILA,0,flatmap,11.23354993473737,26.646877059300827,ILA
241,ILA,0,flatmap,11.221318462075162,26.638476841889357,ILA
242,ILA,0,flatmap,11.208972926784345,26.629902104736423,ILA
243,ILA,0,flatmap,11.196537552474695,26.6211680248351,ILA
244,ILA,0,flatmap,11.184036562756011,26.61228977917843,ILA
245,ILA,0,flatmap,11.17149418123808,26.60328254475948,ILA
246,ILA,0,flatmap,11.15893463153068,26.5941614985713,ILA
247,ILA,0,flatmap,11.14638213724361,26.584941817606946,ILA
248,ILA,0,flatmap,11.133860921986662,26.5756386788595,ILA
249,ILA,0,flatmap,11.121395209369602,26.566267259321993,ILA
250,ILA,0,flatmap,11.10900922300225,26.556842735987505,ILA
251,ILA,0,flatmap,11.096727186494363,26.547380285849066,ILA
252,ILA,0,flatmap,11.084573323455755,26.537895085899766,ILA
253,ILA,0,flatmap,11.072571857496195,26.528402313132638,ILA
254,ILA,0,flatmap,11.060747012225486,26.51891714454076,ILA
255,ILA,0,flatmap,11.049123011253405,26.50945475711718,ILA
256,ILA,0,flatmap,11.037724078189745,26.500030327854954,ILA
257,ILA,0,flatmap,11.026574436644292,26.49065903374714,ILA
258,ILA,0,flatmap,11.01569831022684,26.481356051786804,ILA
259,ILA,0,flatmap,10.980519074861279,26.451265210669465,ILA
260,ILA,0,flatmap,10.97730951475694,26.452559177338014,ILA
261,ILA,0,flatmap,10.913588640250659,26.476570595359913,ILA
262,ILA,0,flatmap,10.845338624898584,26.500870815253833,ILA
263,ILA,0,flatmap,10.773102908531712,26.5253818746252,ILA
264,ILA,0,flatmap,10.697424930981008,26.550025811079372,ILA
265,ILA,0,flatmap,10.618848132077478,26.574724662221776,ILA
266,ILA,0,flatmap,10.537915951652089,26.599400465657762,ILA
267,ILA,0,flatmap,10.455171829535828,26.62397525899274,ILA
268,ILA,0,flatmap,10.371159205559678,26.6483710798321,ILA
269,ILA,0,flatmap,10.286421519554628,26.67250996578123,ILA
270,ILA,0,flatmap,10.201502211351656,26.696313954445518,ILA
271,ILA,0,flatmap,10.11694472078175,26.71970508343037,ILA
272,ILA,0,flatmap,10.033292487675887,26.742605390341147,ILA
273,ILA,0,flatmap,9.951088951865056,26.764936912783266,ILA
274,ILA,0,flatmap,9.870877553180236,26.786621688362107,ILA
275,ILA,0,flatmap,9.793201731452417,26.807581754683056,ILA
276,ILA,0,flatmap,9.71860492651258,26.827739149351512,ILA
277,ILA,0,flatmap,9.647630578191704,26.847015909972853,ILA
278,ILA,0,flatmap,9.580822126320776,26.86533407415249,ILA
279,ILA,0,flatmap,9.518723010730778,26.882615679495803,ILA
280,ILA,0,flatmap,9.461876671252694,26.89878276360816,ILA
281,ILA,0,flatmap,9.410826547717512,26.913757364094984,ILA
282,ILA,0,flatmap,9.366116079956207,26.92746151856165,ILA
283,ILA,0,flatmap,9.328288707799773,26.939817264613556,ILA
284,ILA,3,flatmap,9.163929211488183,26.99350283889193,ILA
285,TEa,1,flatmap,16.585555737948514,20.350248356862323,TEa
286,TEa,0,flatmap,16.58802303594738,20.358310755988306,TEa
287,TEa,0,flatmap,16.592208119220935,20.37516972858845,TEa
288,TEa,0,flatmap,16.59559457594965,20.392469351384772,TEa
289,TEa,0,flatmap,16.59821046318836,20.410168271774808,TEa
290,TEa,0,flatmap,16.600083837991885,20.42822513715608,TEa
291,TEa,0,flatmap,16.60124275741506,20.446598594926122,TEa
292,TEa,0,flatmap,16.601715278512724,20.465247292482463,TEa
293,TEa,0,flatmap,16.601529458339712,20.484129877222635,TEa
294,TEa,0,flatmap,16.600713353950848,20.503204996544163,TEa
295,TEa,0,flatmap,16.599295022400973,20.522431297844587,TEa
296,TEa,0,flatmap,16.597302520744908,20.541767428521414,TEa
297,TEa,0,flatmap,16.594763906037493,20.5611720359722,TEa
298,TEa,0,flatmap,16.591707235333555,20.580603767594468,TEa
299,TEa,0,flatmap,16.588160565687932,20.60002127078574,TEa
300,TEa,0,flatmap,16.584151954155455,20.619383192943552,TEa
301,TEa,0,flatmap,16.579709457790962,20.638648181465424,TEa
302,TEa,0,flatmap,16.574861133649268,20.657774883748893,TEa
303,TEa,0,flatmap,16.569635038785226,20.676721947191503,TEa
304,TEa,0,flatmap,16.56405923025365,20.695448019190756,TEa
305,TEa,0,flatmap,16.558161765109393,20.71391174714421,TEa
306,TEa,0,flatmap,16.551970700407267,20.732071778449363,TEa
307,TEa,0,flatmap,16.545514093202115,20.749886760503774,TEa
308,TEa,0,flatmap,16.538820000548768,20.767315340704954,TEa
309,TEa,0,flatmap,16.531916479502055,20.78431616645045,TEa
310,TEa,0,flatmap,16.524831587116818,20.800847885137774,TEa
311,TEa,0,flatmap,16.517593380447874,20.816869144164468,TEa
312,TEa,0,flatmap,16.51022991655007,20.832338590928053,TEa
313,TEa,0,flatmap,16.502769252478227,20.847214872826065,TEa
314,TEa,0,flatmap,16.494902055087163,20.862513259617273,TEa
315,TEa,0,flatmap,16.486037621069062,20.87977894061559,TEa
316,TEa,0,flatmap,16.476237026845887,20.89886587645961,TEa
317,TEa,0,flatmap,16.46556134883959,20.919628027787923,TEa
318,TEa,0,flatmap,16.454071663472142,20.941919355239122,TEa
319,TEa,0,flatmap,16.44988517740769,20.950015076942172,TEa
320,TEa,0,flatmap,16.468973789113498,20.951670370762354,TEa
321,TEa,0,flatmap,16.47090677176631,20.951837991870605,TEa
322,TEa,0,flatmap,16.476569915949053,20.952352833731197,TEa
323,TEa,0,flatmap,16.48575951599818,20.9532328641479,TEa
324,TEa,0,flatmap,16.49827186625015,20.95449605092448,TEa
325,TEa,0,flatmap,16.51390326104142,20.95616036186469,TEa
326,TEa,0,flatmap,16.53244999470845,20.95824376477231,TEa
327,TEa,0,flatmap,16.553708361587688,20.96076422745109,TEa
328,TEa,0,flatmap,16.577474656015607,20.963739717704808,TEa
329,TEa,0,flatmap,16.603545172328648,20.967188203337226,TEa
330,TEa,0,flatmap,16.631716204863288,20.97112765215212,TEa
331,TEa,0,flatmap,16.661784047955965,20.975576031953228,TEa
332,TEa,0,flatmap,16.693544995943142,20.980551310544342,TEa
333,TEa,0,flatmap,16.726795343161285,20.98607145572921,TEa
334,TEa,0,flatmap,16.761331383946846,20.99215443531161,TEa
335,TEa,0,flatmap,16.79694941263627,20.998818217095295,TEa
336,TEa,0,flatmap,16.83344572356603,21.006080768884047,TEa
337,TEa,0,flatmap,16.870616611072574,21.01396005848161,TEa
338,TEa,0,flatmap,16.908258369492376,21.022474053691766,TEa
339,TEa,0,flatmap,16.94616729316187,21.031640722318272,TEa
340,TEa,0,flatmap,16.98413967641753,21.04147803216489,TEa
341,TEa,0,flatmap,17.021971813595805,21.052003951035395,TEa
342,TEa,0,flatmap,17.05945999903316,21.06323644673355,TEa
343,TEa,0,flatmap,17.09640052706604,21.07519348706312,TEa
344,TEa,0,flatmap,17.132589692030916,21.087893039827872,TEa
345,TEa,0,flatmap,17.167823788264233,21.101353072831554,TEa
346,TEa,0,flatmap,17.20189911010246,21.115591553877948,TEa
347,TEa,0,flatmap,17.234611951882044,21.13062645077082,TEa
348,TEa,0,flatmap,17.26575860793945,21.146475731313934,TEa
349,TEa,0,flatmap,17.295135372611128,21.163157363311047,TEa
350,TEa,0,flatmap,17.322538540233545,21.18068931456593,TEa
351,TEa,0,flatmap,17.348702776046597,21.199127611648773,TEa
352,TEa,0,flatmap,17.37446481370425,21.218482023703622,TEa
353,TEa,0,flatmap,17.39978463329454,21.238690549264494,TEa
354,TEa,0,flatmap,17.424622214905504,21.259691186865435,TEa
355,TEa,0,flatmap,17.448937538625177,21.281421935040505,TEa
356,TEa,0,flatmap,17.47269058454159,21.303820792323727,TEa
357,TEa,0,flatmap,17.495841332742778,21.32682575724913,TEa
358,TEa,0,flatmap,17.518349763316795,21.350374828350798,TEa
359,TEa,0,flatmap,17.522720579681202,21.355187226811115,TEa
360,TEa,0,flatmap,17.543090979645125,21.307369386531214,TEa
361,TEa,0,flatmap,17.545846121282686,21.30090191789844,TEa
362,TEa,0,flatmap,17.54860126292025,21.294434449265662,TEa
363,TEa,0,flatmap,17.551356404557815,21.287966980632888,TEa
364,TEa,0,flatmap,17.55411154619538,21.281499512000106,TEa
365,TEa,0,flatmap,17.55686668783294,21.27503204336733,TEa
366,TEa,0,flatmap,17.559621829470505,21.268564574734555,TEa
367,TEa,0,flatmap,17.562376971108066,21.262097106101773,TEa
368,TEa,0,flatmap,17.56513211274563,21.255629637469,TEa
369,TEa,0,flatmap,17.567887254383194,21.249162168836218,TEa
370,TEa,0,flatmap,17.570642396020755,21.242694700203444,TEa
371,TEa,0,flatmap,17.573397537658316,21.236227231570673,TEa
372,TEa,0,flatmap,17.57615267929588,21.22975976293789,TEa
373,TEa,0,flatmap,17.578907820933445,21.22329229430512,TEa
374,TEa,0,flatmap,17.581662962571006,21.21682482567234,TEa
375,TEa,0,flatmap,17.58441810420857,21.21035735703956,TEa
376,TEa,0,flatmap,17.587173245846135,21.203889888406785,TEa
377,TEa,0,flatmap,17.589928387483695,21.197422419774007,TEa
378,TEa,0,flatmap,17.59268352912126,21.19095495114123,TEa
379,TEa,0,flatmap,17.59543867075882,21.184487482508448,TEa
380,TEa,0,flatmap,17.598193812396392,21.178020013875674,TEa
381,TEa,0,flatmap,17.600948954033946,21.171552545242893,TEa
382,TEa,0,flatmap,17.60370409567151,21.165085076610122,TEa
383,TEa,0,flatmap,17.606459237309075,21.15861760797734,TEa
384,TEa,0,flatmap,17.60921437894664,21.152150139344567,TEa
385,TEa,0,flatmap,17.6119695205842,21.145682670711796,TEa
386,TEa,0,flatmap,17.614724662221764,21.13921520207901,TEa
387,TEa,0,flatmap,17.617479803859325,21.132747733446237,TEa
388,TEa,0,flatmap,17.620234945496886,21.12628026481346,TEa
389,TEa,0,flatmap,17.622990087134454,21.11981279618068,TEa
390,TEa,0,flatmap,17.625745228772015,21.113345327547904,TEa
391,TEa,0,flatmap,17.643144371271926,21.07250227002513,TEa
392,TEa,0,flatmap,17.629352347691125,21.054893392598878,TEa
393,TEa,0,flatmap,17.60051140822271,21.019200422279987,TEa
394,TEa,0,flatmap,17.57178613061152,20.984904832832285,TEa
395,TEa,0,flatmap,17.543234345786168,20.952200656154112,TEa
396,TEa,0,flatmap,17.51491388467525,20.921281924143802,TEa
397,TEa,0,flatmap,17.486882578207386,20.89234266869969,TEa
398,TEa,0,flatmap,17.459198257311193,20.865576921720127,TEa
399,TEa,0,flatmap,17.431918752915276,20.841178715103453,TEa
400,TEa,0,flatmap,17.405101895948242,20.819342080747994,TEa
401,TEa,0,flatmap,17.37880551733871,20.800261050552106,TEa
402,TEa,0,flatmap,17.358131816156664,20.786513854101766,TEa
403,TEa,0,flatmap,17.335235735965277,20.77177029119289,TEa
404,TEa,0,flatmap,17.31032243270894,20.756132994673177,TEa
405,TEa,0,flatmap,17.283597062332042,20.739704597390293,TEa
406,TEa,0,flatmap,17.255264780778955,20.722587732191943,TEa
407,TEa,0,flatmap,17.225530743994092,20.7048850319258,TEa
408,TEa,0,flatmap,17.19460010792181,20.68669912943954,TEa
409,TEa,0,flatmap,17.162678028506527,20.668132657580873,TEa
410,TEa,0,flatmap,17.129969661692602,20.64928824919745,TEa
411,TEa,0,flatmap,17.096680163424455,20.630268537137006,TEa
412,TEa,0,flatmap,17.06301468964644,20.61117615424718,TEa
413,TEa,0,flatmap,17.029178396302974,20.592113733375683,TEa
414,TEa,0,flatmap,16.995376439338422,20.573183907370183,TEa
415,TEa,0,flatmap,16.961813974697186,20.554489309078384,TEa
416,TEa,0,flatmap,16.928696158323646,20.536132571347963,TEa
417,TEa,0,flatmap,16.896228146162187,20.518216327026586,TEa
418,TEa,0,flatmap,16.864615094157212,20.500843208961967,TEa
419,TEa,0,flatmap,16.83406215825309,20.484115850001785,TEa
420,TEa,0,flatmap,16.804774494394213,20.46813688299371,TEa
421,TEa,0,flatmap,16.77695725852498,20.45300894078544,TEa
422,TEa,0,flatmap,16.75081560658977,20.43883465622466,TEa
423,TEa,0,flatmap,16.726554694532975,20.42571666215905,TEa
424,TEa,0,flatmap,16.704379678298974,20.413757591436305,TEa
425,TEa,0,flatmap,16.684495713832163,20.4030600769041,TEa
426,TEa,0,flatmap,16.667107957076922,20.39372675141012,TEa
427,TEa,0,flatmap,16.65242156397765,20.385860247802054,TEa
428,TEa,0,flatmap,16.64064169047872,20.379563198927592,TEa
